subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-951de6,A-ccb686,2024-05-04,2024-10-10,Basic,10,190,2280,False,False,False,True,annual,True
S-665df9,A-a0ca4e,2024-10-28,,Pro,11,539,6468,False,False,False,False,annual,True
S-a0f3f7,A-c37cab,2024-07-30,,Enterprise,21,4179,50148,False,False,False,False,annual,True
S-e090ae,A-e2cd1b,2024-05-25,,Enterprise,15,2985,35820,False,False,False,False,annual,True
S-dad08c,A-977ca0,2024-04-14,,Pro,20,0,0,True,False,False,False,monthly,True
S-053142,A-ffc04f,2024-11-06,,Basic,16,304,3648,False,False,False,False,monthly,True
S-5a6941,A-4a267b,2024-09-22,,Pro,25,1225,14700,False,False,False,False,monthly,True
S-856241,A-32fb14,2023-09-12,,Basic,26,494,5928,False,False,False,False,monthly,True
S-eaa2c2,A-2ebb4b,2024-05-06,,Basic,41,779,9348,False,False,False,False,monthly,True
S-e567db,A-716841,2024-05-14,,Enterprise,45,0,0,True,False,False,False,annual,True
S-94fc5d,A-86902e,2023-07-30,,Basic,34,0,0,True,False,False,False,monthly,True
S-474b5a,A-05d3b3,2023-11-26,,Basic,11,209,2508,False,False,False,False,annual,False
S-bf304b,A-89ee83,2024-12-27,,Enterprise,18,3582,42984,False,False,False,False,monthly,True
S-b22602,A-b9f5b1,2024-05-04,2024-09-29,Enterprise,39,0,0,True,False,False,True,annual,True
S-09c11e,A-19b2c8,2023-07-12,,Basic,20,380,4560,False,False,False,False,annual,False
S-13d6d1,A-ff79f2,2024-07-28,,Pro,10,490,5880,False,False,False,False,monthly,False
S-9eda4d,A-524364,2024-12-31,,Enterprise,3,0,0,True,False,False,False,monthly,True
S-779baa,A-eafc6e,2024-10-30,,Basic,30,0,0,True,False,False,False,monthly,True
S-20952f,A-d82ef9,2024-09-10,,Pro,26,1274,15288,False,False,False,False,annual,True
S-d2fae0,A-2789e3,2024-10-10,,Enterprise,11,0,0,True,False,False,False,monthly,True
S-0206eb,A-883b7d,2024-04-26,,Basic,31,589,7068,False,False,False,False,monthly,True
S-3bd95c,A-51ec1b,2024-11-12,,Enterprise,17,3383,40596,False,True,False,False,annual,True
S-88cb91,A-cab532,2024-12-16,,Pro,35,1715,20580,False,False,False,False,annual,True
S-bb45bb,A-b07346,2024-12-22,,Enterprise,51,10149,121788,False,False,False,False,annual,False
S-5c631b,A-b7ef83,2024-07-01,,Enterprise,26,5174,62088,False,False,False,False,annual,False
S-6f6fca,A-560d27,2024-11-07,,Enterprise,50,0,0,True,True,False,False,annual,True
S-b6ab32,A-dbc825,2024-04-08,2024-08-05,Enterprise,19,3781,45372,False,False,False,True,annual,True
S-9a6596,A-503d5a,2023-10-21,,Basic,49,931,11172,False,False,True,False,monthly,True
S-8e5df4,A-b3fe05,2024-11-04,,Basic,15,285,3420,False,False,False,False,monthly,True
S-d2624d,A-4e0e85,2024-07-19,,Pro,6,294,3528,False,False,False,False,annual,False
S-3c1038,A-30b4ca,2024-08-13,,Pro,86,0,0,True,False,False,False,monthly,True
S-ee53e8,A-1b9609,2024-09-03,,Basic,17,323,3876,False,False,False,False,annual,True
S-11eef4,A-5c046d,2024-07-23,,Pro,93,4557,54684,False,False,False,False,annual,True
S-9a065e,A-92a3af,2024-11-24,,Pro,25,1225,14700,False,False,False,False,monthly,True
S-7a2991,A-4d1e75,2024-11-14,,Pro,39,1911,22932,False,False,False,False,annual,True
S-ca136e,A-cb5333,2024-04-09,,Basic,44,836,10032,False,False,False,False,monthly,True
S-52b9a9,A-86902e,2024-04-12,,Enterprise,34,6766,81192,False,True,False,False,annual,True
S-712e04,A-cc98bc,2024-09-20,,Basic,32,0,0,True,False,False,False,monthly,True
S-70e232,A-331424,2024-01-24,,Enterprise,11,2189,26268,False,False,False,False,annual,True
S-04911c,A-bc87bc,2024-12-01,2024-12-15,Pro,3,0,0,True,False,False,True,annual,True
S-384681,A-e08cd3,2024-12-25,,Basic,67,1273,15276,False,False,True,False,annual,True
S-875cf3,A-54ecc2,2024-04-29,,Enterprise,30,5970,71640,False,False,False,False,monthly,True
S-335e1e,A-22f2df,2024-12-24,,Pro,40,1960,23520,False,False,False,False,monthly,True
S-da8d5f,A-55f257,2024-03-06,,Pro,14,686,8232,False,False,False,False,monthly,True
S-8cd315,A-c1e51e,2024-11-19,,Enterprise,55,10945,131340,False,False,False,False,monthly,True
S-0bb284,A-b07b56,2024-12-16,,Pro,27,1323,15876,False,False,False,False,monthly,False
S-0283b5,A-443f6f,2024-12-10,,Pro,19,931,11172,False,False,False,False,annual,True
S-9a8f71,A-a7bd4b,2023-03-19,,Pro,8,392,4704,False,False,False,False,annual,True
S-44c9ae,A-f3ff05,2024-11-10,,Basic,2,0,0,True,False,False,False,annual,False
S-c98905,A-de24d5,2024-12-28,,Pro,5,245,2940,False,False,False,False,monthly,False
S-bcbe03,A-2789e3,2024-10-22,,Basic,11,209,2508,False,False,False,False,monthly,False
S-9871f4,A-8e47ca,2024-03-05,,Basic,19,361,4332,False,False,False,False,monthly,True
S-635c1e,A-b2af2e,2024-12-31,,Basic,54,1026,12312,False,False,True,False,annual,False
S-d32fbc,A-798a3f,2024-07-01,,Basic,12,228,2736,False,False,False,False,monthly,True
S-17e05f,A-fa3095,2024-12-18,,Pro,70,3430,41160,False,False,False,False,annual,True
S-9c6bd0,A-075038,2024-04-11,,Basic,17,323,3876,False,False,False,False,monthly,True
S-90d405,A-d62e02,2024-12-30,,Enterprise,6,1194,14328,False,False,False,False,monthly,False
S-d80516,A-f19409,2023-04-22,,Pro,44,2156,25872,False,True,False,False,annual,True
S-425607,A-ffdfd5,2024-06-11,,Basic,21,399,4788,False,False,False,False,annual,True
S-0eb2e0,A-970c97,2024-03-23,,Enterprise,14,2786,33432,False,False,False,False,monthly,True
S-fe753c,A-0532a9,2024-11-23,,Basic,19,361,4332,False,False,False,False,monthly,True
S-cb54dc,A-560d27,2024-11-17,,Enterprise,42,0,0,True,False,False,False,annual,False
S-e338a1,A-d40bf7,2024-12-14,,Pro,59,2891,34692,False,False,False,False,monthly,True
S-441ab2,A-e36807,2024-07-07,,Basic,25,0,0,True,False,False,False,annual,True
S-bb9299,A-7da956,2024-10-16,,Pro,13,0,0,True,False,False,False,annual,True
S-07c505,A-bc4d48,2024-07-12,,Pro,35,1715,20580,False,True,False,False,monthly,True
S-cd3a01,A-98a59a,2024-05-10,,Basic,56,1064,12768,False,False,False,False,monthly,False
S-9d78e2,A-d3c88e,2024-12-28,,Enterprise,47,9353,112236,False,False,False,False,monthly,True
S-8ca516,A-f19409,2024-09-21,,Pro,23,1127,13524,False,False,False,False,annual,True
S-cafa84,A-bbc346,2024-09-16,,Enterprise,19,3781,45372,False,False,False,False,annual,True
S-92f4b4,A-6da850,2024-02-09,,Basic,18,342,4104,False,False,False,False,monthly,True
S-1ad713,A-f97b9a,2024-06-19,,Enterprise,16,3184,38208,False,False,False,False,annual,True
S-d9eb73,A-32fb14,2023-07-18,,Basic,26,0,0,True,False,False,False,annual,True
S-31ac79,A-f19b24,2024-12-01,,Basic,29,551,6612,False,False,False,False,monthly,True
S-2f8dbb,A-13466a,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False
S-f554b0,A-faa28c,2024-11-30,,Enterprise,48,9552,114624,False,True,False,False,annual,True
S-81d63a,A-c62e55,2024-02-07,,Pro,56,2744,32928,False,False,False,False,annual,True
S-1b6221,A-f6b2fb,2024-06-12,2024-12-23,Enterprise,23,0,0,True,False,False,True,monthly,False
S-e1ee60,A-712533,2024-11-18,,Enterprise,18,3582,42984,False,False,False,False,monthly,True
S-44c5dd,A-eb7c38,2024-10-21,,Basic,5,95,1140,False,False,False,False,annual,False
S-f0fe0a,A-d5a319,2024-08-22,,Pro,24,1176,14112,False,False,False,False,monthly,True
S-653165,A-ac85cd,2024-09-26,2024-12-13,Basic,53,1007,12084,False,False,False,True,annual,True
S-5c8af8,A-a2485e,2024-11-05,,Pro,10,490,5880,False,False,False,False,monthly,True
S-878fe0,A-5a215a,2024-12-10,,Pro,87,4263,51156,False,False,False,False,annual,True
S-4d8a27,A-977ca0,2024-07-03,,Basic,20,380,4560,False,True,False,False,monthly,True
S-5c4ef1,A-922109,2024-03-23,,Pro,38,1862,22344,False,False,False,False,annual,True
S-d4c0a0,A-81edc3,2024-01-25,,Pro,18,882,10584,False,False,False,False,annual,True
S-2d62ad,A-dcc2f0,2023-11-29,,Enterprise,15,2985,35820,False,False,False,False,monthly,True
S-7d2c1b,A-34d880,2024-06-04,,Pro,9,0,0,True,False,False,False,monthly,True
S-6bfd97,A-016043,2024-10-16,,Enterprise,59,0,0,True,True,False,False,annual,True
S-b4c914,A-bd4513,2024-12-13,,Pro,50,2450,29400,False,True,False,False,monthly,True
S-e9e03c,A-e40f45,2024-08-20,,Enterprise,21,4179,50148,False,True,False,False,monthly,True
S-906b0c,A-712533,2024-12-05,,Pro,18,882,10584,False,False,False,False,monthly,False
S-783694,A-fa3095,2023-12-18,,Enterprise,70,13930,167160,False,False,False,False,annual,True
S-9c5590,A-9affe6,2024-06-09,,Enterprise,7,1393,16716,False,False,False,False,annual,True
S-b7c506,A-c37cab,2024-09-27,,Basic,30,570,6840,False,False,False,False,monthly,True
S-48ce17,A-d42431,2024-12-08,,Enterprise,22,4378,52536,False,False,False,False,annual,True
S-a2aa70,A-4d1e75,2024-12-17,,Pro,47,0,0,True,False,False,False,monthly,False
S-6ff09c,A-d62e02,2024-12-11,,Basic,16,304,3648,False,False,False,False,annual,True
S-b40b4d,A-9f0b68,2024-08-09,,Basic,36,684,8208,False,False,False,False,monthly,True
S-c51ab8,A-82861f,2024-11-19,,Enterprise,41,8159,97908,False,False,False,False,annual,False
S-07ace5,A-71615e,2024-09-21,,Enterprise,32,6368,76416,False,False,False,False,monthly,True
S-e715bb,A-6a4e2d,2023-11-15,,Basic,14,266,3192,False,False,False,False,monthly,True
S-fcfb31,A-089363,2023-10-03,,Enterprise,31,0,0,True,False,False,False,monthly,False
S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True
S-79ba6e,A-fd7ad3,2024-11-14,,Enterprise,24,0,0,True,False,False,False,annual,True
S-4f2ca8,A-544d0a,2024-09-24,,Enterprise,64,12736,152832,False,False,False,False,annual,True
S-c97604,A-d77f4c,2024-05-04,,Enterprise,13,2587,31044,False,False,False,False,annual,True
S-595693,A-2d4502,2024-09-25,,Basic,67,0,0,True,False,False,False,annual,True
S-276d44,A-87aa7b,2024-06-17,,Pro,24,1176,14112,False,False,False,False,monthly,True
S-6c9ec4,A-b9eed8,2024-11-30,,Basic,18,342,4104,False,False,False,False,monthly,True
S-e33883,A-f9cc74,2024-12-22,,Pro,30,0,0,True,False,False,False,monthly,True
S-c25e9d,A-cc1d8d,2024-12-17,,Basic,5,95,1140,False,False,False,False,monthly,False
S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True
S-c9199e,A-d4ac0e,2024-11-01,,Pro,33,1617,19404,False,True,False,False,annual,True
S-cdc347,A-8ed5dd,2024-01-31,,Enterprise,5,995,11940,False,False,False,False,monthly,True
S-3df0c3,A-922109,2024-04-06,,Basic,72,1368,16416,False,False,False,False,annual,True
S-ea4844,A-c16b88,2024-06-03,,Pro,23,1127,13524,False,False,False,False,monthly,True
S-a1d3ad,A-8ae05d,2024-06-09,,Basic,86,0,0,True,False,False,False,monthly,True
S-19b415,A-f446b6,2023-05-28,,Basic,30,570,6840,False,False,False,False,annual,True
S-4df6ec,A-c9bb3e,2024-11-02,,Basic,10,190,2280,False,False,False,False,monthly,True
S-8dfd77,A-2922b6,2024-12-25,,Pro,20,980,11760,False,True,False,False,annual,False
S-126e7e,A-0f7d77,2024-12-21,,Enterprise,7,1393,16716,False,False,False,False,monthly,False
S-b608f5,A-977ca0,2024-07-25,,Pro,31,1519,18228,False,False,False,False,annual,True
S-1c45b4,A-13466a,2024-04-20,,Basic,65,0,0,True,False,False,False,monthly,True
S-4a8fda,A-e1462e,2024-11-20,,Basic,15,285,3420,False,False,False,False,annual,False
S-ccc10f,A-87aa7b,2024-11-19,,Basic,24,456,5472,False,False,False,False,annual,True
S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False
S-5e5ff0,A-832ec2,2024-09-04,,Pro,6,0,0,True,False,False,False,annual,True
S-bf43b4,A-6f8ad2,2024-12-04,,Pro,41,2009,24108,False,False,False,False,monthly,True
S-379d32,A-a8b49c,2024-10-13,,Enterprise,22,4378,52536,False,True,False,False,annual,True
S-0adca9,A-b3fe05,2024-10-07,,Basic,55,1045,12540,False,False,False,False,monthly,True
S-413a1d,A-7df7a7,2024-05-25,,Enterprise,7,1393,16716,False,False,True,False,monthly,True
S-8451e7,A-82861f,2024-10-04,,Enterprise,41,8159,97908,False,False,False,False,annual,True
S-9c0df6,A-883b7d,2024-04-24,2024-09-07,Pro,41,2009,24108,False,False,False,True,monthly,True
S-be0fc9,A-e693b6,2024-08-31,,Enterprise,55,0,0,True,False,False,False,annual,True
S-e3903e,A-6da850,2024-10-16,2024-12-08,Pro,31,1519,18228,False,False,False,True,annual,True
S-8fcce1,A-ccb686,2024-06-20,,Pro,19,931,11172,False,False,True,False,monthly,True
S-3279f1,A-c4ea60,2024-11-09,,Enterprise,18,3582,42984,False,False,False,False,annual,True
S-0da40c,A-6e7827,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False
S-343bab,A-f1f639,2023-08-18,,Enterprise,5,995,11940,False,False,False,False,monthly,True
S-b2d7c6,A-c9bb3e,2024-08-20,,Enterprise,28,0,0,True,True,False,False,monthly,True
S-d322a2,A-4c6f11,2024-08-01,,Basic,24,456,5472,False,False,False,False,monthly,True
S-b76de2,A-993085,2023-08-18,,Pro,31,1519,18228,False,False,False,False,annual,True
S-64dcb7,A-f92792,2024-12-08,,Pro,8,392,4704,False,False,False,False,annual,False
S-969f4c,A-b11cd0,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True
S-b2409c,A-dcc2f0,2024-01-16,,Enterprise,15,2985,35820,False,False,False,False,monthly,True
S-430691,A-4814a3,2024-11-13,,Pro,87,4263,51156,False,False,False,False,monthly,True
S-4bb483,A-9f9299,2024-10-06,,Enterprise,28,5572,66864,False,False,False,False,monthly,True
S-4ed473,A-bcf664,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True
S-223221,A-2bc93d,2023-08-09,,Enterprise,40,7960,95520,False,False,False,False,monthly,True
S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,Pro,7,343,4116,False,False,False,True,monthly,False
S-f5bd45,A-b7b7b7,2024-10-20,,Enterprise,39,7761,93132,False,False,False,False,monthly,True
S-a6285f,A-039727,2024-12-08,,Enterprise,30,5970,71640,False,False,False,False,annual,True
S-dc2418,A-35083d,2024-01-23,,Basic,34,646,7752,False,False,False,False,monthly,True
S-d0d19f,A-157070,2024-07-03,,Pro,33,0,0,True,False,False,False,annual,True
S-e73303,A-ba6516,2024-06-28,,Enterprise,38,7562,90744,False,False,False,False,monthly,True
S-7f15a3,A-53f4e3,2024-12-05,,Enterprise,13,2587,31044,False,False,False,False,annual,True
S-ee941d,A-241e75,2024-09-08,,Basic,14,266,3192,False,False,False,False,annual,True
S-ccf11b,A-a0ca4e,2024-08-02,,Pro,11,539,6468,False,False,False,False,annual,True
S-a9ec8b,A-e3bd71,2024-02-11,,Enterprise,31,6169,74028,False,False,False,False,monthly,True
S-d959d3,A-3b5cd1,2024-12-24,,Enterprise,21,4179,50148,False,False,False,False,annual,True
S-124336,A-9f0b68,2024-11-30,,Pro,18,0,0,True,True,False,False,annual,True
S-5cb8a6,A-9779ad,2024-08-14,,Pro,40,1960,23520,False,False,False,False,monthly,False
S-aced77,A-5c046d,2024-12-20,,Enterprise,93,18507,222084,False,False,False,False,annual,True
S-a6e444,A-81edc3,2024-11-28,,Enterprise,5,995,11940,False,False,False,False,monthly,False
S-4f7b91,A-5247b3,2024-06-19,,Enterprise,16,3184,38208,False,True,False,False,annual,True
S-8f8c47,A-e6afc1,2023-08-27,,Pro,28,0,0,True,False,False,False,monthly,True
S-b9ea73,A-b30291,2024-04-09,,Basic,5,95,1140,False,False,False,False,monthly,True
S-97efb2,A-410e86,2024-11-16,2024-11-22,Enterprise,24,4776,57312,False,False,False,True,annual,True
S-76c7da,A-88c6ca,2024-11-22,,Enterprise,11,0,0,True,False,False,False,annual,True
S-334ceb,A-bece89,2024-03-08,,Basic,26,494,5928,False,False,False,False,monthly,False
S-09223a,A-e40f45,2024-06-04,,Basic,21,399,4788,False,False,False,False,monthly,True
S-2fcf09,A-d792a6,2024-09-27,,Enterprise,58,0,0,True,False,False,False,monthly,True
S-e740b4,A-5c9849,2024-11-10,,Basic,65,1235,14820,False,False,False,False,monthly,True
S-150c71,A-4437e4,2024-08-17,,Enterprise,11,2189,26268,False,True,False,False,monthly,True
S-6ba608,A-e7beab,2023-12-15,,Enterprise,11,2189,26268,False,False,False,False,monthly,True
S-e0bfb1,A-029f69,2024-08-04,2024-08-23,Pro,21,1029,12348,False,False,False,True,annual,False
S-1e15d1,A-700ade,2024-11-17,2024-12-31,Pro,25,1225,14700,False,False,False,True,annual,True
S-7d9605,A-fb186e,2024-11-16,,Basic,33,0,0,True,False,False,False,annual,False
S-0ae33f,A-075038,2023-07-14,,Pro,103,5047,60564,False,False,False,False,annual,True
S-eff018,A-0532a9,2024-10-02,,Pro,19,931,11172,False,False,True,False,annual,True
S-08a3d4,A-faa28c,2024-09-11,,Basic,49,931,11172,False,False,False,False,annual,True
S-48d1f2,A-e08cd3,2024-10-16,,Enterprise,67,13333,159996,False,False,False,False,annual,False
S-92dbcc,A-faa28c,2024-12-25,,Pro,48,2352,28224,False,False,False,False,monthly,True
S-da164e,A-9174e0,2024-12-21,,Pro,37,1813,21756,False,False,False,False,monthly,True
S-3dc066,A-dcc3f1,2024-11-20,,Basic,21,399,4788,False,False,False,False,annual,False
S-4fd561,A-0dbdc6,2023-11-04,,Basic,30,570,6840,False,False,False,False,monthly,True
S-feb4b0,A-a45270,2024-07-12,,Enterprise,10,1990,23880,False,False,False,False,annual,True
S-3ba19e,A-075038,2024-08-10,,Basic,49,0,0,True,False,False,False,annual,True
S-461988,A-02cd81,2024-03-28,,Basic,44,836,10032,False,False,False,False,annual,False
S-0b6899,A-313be3,2024-01-31,,Enterprise,47,9353,112236,False,False,False,False,annual,False
S-bff540,A-798a3f,2024-05-06,,Enterprise,12,2388,28656,False,False,False,False,monthly,True
S-a57b2c,A-fd9422,2024-12-11,,Pro,58,0,0,True,False,False,False,annual,True
S-e8776c,A-c222ab,2024-12-12,,Enterprise,32,6368,76416,False,False,False,False,monthly,True
S-de9e50,A-67be94,2023-11-21,,Basic,41,779,9348,False,False,False,False,annual,True
S-429220,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,monthly,True
S-601f31,A-625d0b,2024-11-09,,Pro,14,686,8232,False,False,False,False,annual,True
S-8dd1f6,A-098560,2024-03-24,,Pro,12,588,7056,False,False,False,False,monthly,False
S-ff109c,A-df1e44,2024-04-09,,Pro,12,588,7056,False,False,False,False,annual,False
S-556071,A-9077b0,2024-12-20,2024-12-30,Pro,63,0,0,True,False,False,True,monthly,True
S-f4019e,A-7988d1,2024-09-28,2024-11-16,Basic,33,627,7524,False,False,False,True,monthly,False
S-246f9c,A-544d0a,2024-10-27,,Pro,6,294,3528,False,False,True,False,monthly,True
S-5639de,A-eb1312,2024-12-13,,Pro,25,1225,14700,False,False,False,False,annual,True
S-104053,A-2bc93d,2024-12-20,,Pro,35,1715,20580,False,False,False,False,monthly,True
S-4bfe7b,A-9b9fe9,2023-10-16,,Basic,11,0,0,True,False,False,False,monthly,True
S-deb65c,A-1f0636,2024-10-30,,Basic,105,1995,23940,False,False,False,False,annual,True
S-cfb108,A-c608c8,2023-06-30,,Enterprise,3,597,7164,False,False,True,False,annual,True
S-e62fc9,A-0651a4,2024-12-23,,Pro,16,784,9408,False,False,False,False,monthly,False
S-935e79,A-c4ea60,2024-02-19,,Basic,58,0,0,True,False,False,False,annual,True
S-92e8cb,A-d4e0d4,2024-10-23,,Pro,117,5733,68796,False,False,True,False,monthly,False
S-1f4db5,A-2e3bad,2024-09-29,,Enterprise,61,12139,145668,False,False,False,False,annual,True
S-4893cd,A-9c18c4,2023-12-26,,Enterprise,11,2189,26268,False,False,False,False,monthly,True
S-0abdec,A-4a4c2d,2023-07-14,,Basic,54,1026,12312,False,False,False,False,monthly,True
S-31428b,A-86cdb4,2024-12-14,,Basic,52,988,11856,False,False,False,False,annual,True
S-381420,A-42b791,2024-10-25,2024-11-25,Basic,27,513,6156,False,False,False,True,monthly,True
S-0a28cd,A-e5d6ab,2023-10-08,,Enterprise,21,4179,50148,False,False,False,False,monthly,True
S-25ff39,A-798a3f,2024-03-24,,Basic,42,798,9576,False,False,False,False,annual,True
S-a82639,A-89ee83,2024-10-25,,Enterprise,40,7960,95520,False,False,False,False,monthly,True
S-ada718,A-f6b2fb,2024-11-18,,Basic,23,437,5244,False,False,False,False,monthly,False
S-06e837,A-7c4956,2023-12-17,2024-03-29,Basic,9,0,0,True,False,False,True,annual,True
S-b488bc,A-f45426,2024-11-15,,Pro,11,0,0,True,False,False,False,monthly,True
S-d11408,A-781cc0,2024-11-30,,Enterprise,12,0,0,True,False,False,False,monthly,True
S-36f26c,A-e36807,2024-12-17,,Basic,63,1197,14364,False,False,False,False,monthly,True
S-7cc0ec,A-a6d261,2024-02-25,,Pro,9,441,5292,False,False,False,False,monthly,False
S-cb8654,A-94d3da,2024-02-07,,Basic,41,0,0,True,False,False,False,annual,True
S-934f6d,A-40a557,2024-11-23,,Pro,16,784,9408,False,False,False,False,monthly,True
S-e9737c,A-3c1a3f,2023-12-28,,Enterprise,29,5771,69252,False,False,False,False,monthly,True
S-7f0419,A-84ebe4,2023-06-22,,Enterprise,18,3582,42984,False,False,False,False,annual,True
S-e002a1,A-940b8b,2024-06-07,,Basic,45,0,0,True,False,False,False,annual,True
S-5f30ce,A-9077b0,2024-08-26,,Basic,2,38,456,False,False,False,False,monthly,True
S-557f3e,A-b7ef83,2024-06-20,,Enterprise,13,2587,31044,False,False,False,False,annual,True
S-a3e1e3,A-05d3b3,2024-09-26,,Enterprise,9,0,0,True,False,False,False,monthly,True
S-70a554,A-f19409,2023-08-09,,Enterprise,23,4577,54924,False,False,False,False,annual,True
S-b35b20,A-0b0d6d,2024-12-31,,Pro,3,147,1764,False,True,False,False,monthly,True
S-95d1dd,A-c58f49,2024-09-13,,Enterprise,70,13930,167160,False,False,False,False,monthly,True
S-540cee,A-202b67,2024-06-22,,Enterprise,25,4975,59700,False,True,False,False,annual,True
S-635570,A-883b7d,2024-05-12,,Enterprise,50,0,0,True,False,False,False,annual,False
S-172953,A-e60f9d,2024-12-11,,Basic,29,551,6612,False,False,False,False,monthly,True
S-0d0202,A-adc1f3,2024-09-04,2024-09-16,Enterprise,50,9950,119400,False,False,False,True,annual,True
S-21f8b3,A-7f4db3,2024-09-07,,Enterprise,4,0,0,True,False,False,False,monthly,False
S-8faa60,A-328bd0,2023-12-15,2024-01-11,Pro,39,1911,22932,False,False,False,True,monthly,True
S-93cd57,A-6f8ad2,2024-08-16,,Enterprise,20,3980,47760,False,False,False,False,annual,True
S-8ec197,A-7c4956,2023-11-02,2024-10-10,Basic,51,0,0,True,False,False,True,monthly,True
S-842638,A-35083d,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True
S-763e52,A-bece89,2024-05-20,,Enterprise,26,5174,62088,False,True,False,False,annual,False
S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,Enterprise,78,15522,186264,False,False,False,True,monthly,True
S-390955,A-98a59a,2023-09-02,,Pro,56,2744,32928,False,False,False,False,monthly,True
S-3ab534,A-f446b6,2024-01-07,,Enterprise,18,3582,42984,False,False,False,False,annual,False
S-9be237,A-a6d261,2024-09-20,,Pro,26,1274,15288,False,False,False,False,annual,True
S-021004,A-186a44,2024-07-05,,Basic,20,380,4560,False,False,False,False,monthly,True
S-e36786,A-5b1bcd,2024-01-10,,Basic,73,1387,16644,False,False,False,False,monthly,True
S-4691f1,A-c16cf7,2024-12-07,,Basic,13,247,2964,False,False,False,False,annual,True
S-d35d49,A-bc87bc,2024-09-11,2024-11-10,Basic,18,342,4104,False,False,False,True,annual,True
S-374628,A-35083d,2024-07-17,,Basic,19,361,4332,False,False,False,False,monthly,False
S-36f84f,A-e08cd3,2024-12-08,,Pro,67,3283,39396,False,False,False,False,monthly,False
S-e0cd01,A-0cc442,2024-10-21,,Basic,45,855,10260,False,False,False,False,annual,False
S-edc542,A-1f0636,2024-04-09,,Enterprise,105,20895,250740,False,False,False,False,annual,True
S-1bbdf0,A-781cc0,2024-10-08,,Basic,16,304,3648,False,False,False,False,annual,True
S-a4d121,A-118d55,2024-10-26,,Enterprise,8,1592,19104,False,True,False,False,monthly,True
S-5b4149,A-df10db,2023-10-23,,Basic,7,133,1596,False,False,False,False,annual,True
S-ffe125,A-e89151,2024-04-15,2024-10-07,Basic,20,380,4560,False,False,False,True,monthly,False
S-5aea91,A-427b69,2024-11-06,,Enterprise,34,6766,81192,False,False,False,False,monthly,True
S-a5baf1,A-c7e58b,2023-12-16,,Enterprise,7,1393,16716,False,False,False,False,monthly,False
S-5aacfa,A-f3ff05,2024-10-19,,Enterprise,48,9552,114624,False,False,False,False,annual,True
S-69cc68,A-7f4db3,2023-10-12,,Enterprise,7,1393,16716,False,False,False,False,annual,True
S-5cff9b,A-0f3e88,2024-11-07,,Pro,7,0,0,True,True,False,False,monthly,False
S-573f93,A-50bb9f,2024-10-29,,Enterprise,2,398,4776,False,False,False,False,monthly,True
S-ea2c98,A-1ac5e0,2024-11-30,,Pro,33,1617,19404,False,False,False,False,monthly,True
S-b2f3f3,A-bc87bc,2024-12-15,,Basic,8,152,1824,False,False,False,False,monthly,True
S-5bc277,A-05d3b3,2023-07-12,,Basic,9,171,2052,False,False,False,False,annual,True
S-d0429b,A-5247b3,2024-11-25,,Basic,74,1406,16872,False,True,False,False,annual,True
S-d2a604,A-20736a,2024-10-03,,Pro,61,2989,35868,False,False,True,False,monthly,True
S-f586ed,A-de24d5,2024-12-06,,Basic,17,323,3876,False,False,False,False,monthly,True
S-f874e5,A-417d2f,2023-07-16,,Enterprise,51,10149,121788,False,False,False,False,annual,True
S-28d401,A-d792a6,2023-09-03,2024-03-04,Basic,5,95,1140,False,False,False,True,annual,True
S-fa05d7,A-180abf,2024-07-10,,Basic,64,1216,14592,False,False,False,False,monthly,True
S-8ed77f,A-8b0451,2024-12-10,,Pro,41,2009,24108,False,False,False,False,monthly,True
S-0d391c,A-f9cc74,2024-12-09,,Enterprise,30,0,0,True,False,False,False,monthly,True
S-beaa35,A-781cc0,2024-11-01,,Pro,12,0,0,True,False,False,False,monthly,False
S-d44108,A-7c83a1,2024-11-02,,Pro,12,0,0,True,False,False,False,monthly,True
S-925f82,A-c7e58b,2024-07-08,,Enterprise,7,1393,16716,False,False,False,False,annual,False
S-7d43e0,A-f9cc74,2024-10-12,,Enterprise,30,5970,71640,False,False,False,False,monthly,True
S-dc1cf4,A-1986ca,2024-01-05,,Enterprise,20,3980,47760,False,False,False,False,monthly,False
S-bff3b5,A-10b8f2,2024-03-22,,Pro,47,2303,27636,False,False,False,False,monthly,False
S-f11653,A-d4e0d4,2024-10-28,,Enterprise,117,23283,279396,False,False,False,False,annual,True
